"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","Churn","tenure_category"
"187","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",51.8,"No","1-2 years"
"188","Male","No","No","No","No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",30.4,"No","Under 1 year"
"189","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",19.65,"No","1-2 years"
"190","Female","No","Yes","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",56.6,"No","2-4 years"
"191","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",71.9,"No","2-4 years"
"192","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",91,"Yes","Under 1 year"
"193","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.75,"No","Over 5 years "
"194","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",109.7,"No","Over 5 years "
"195","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.3,"No","4-5 years"
"196","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",96.55,"No","1-2 years"
"197","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",24.1,"No","1-2 years"
"198","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.35,"No","4-5 years"
"199","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",112.25,"No","Over 5 years "
"200","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.75,"No","Under 1 year"
"201","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",101.9,"No","2-4 years"
"202","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",80.05,"No","1-2 years"
"203","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check",105.55,"No","Over 5 years "
"204","Male","No","No","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",78.3,"No","1-2 years"
"205","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",68.85,"No","2-4 years"
"206","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",79.95,"No","2-4 years"
"207","Male","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",55.45,"No","Over 5 years "
"208","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",79.9,"Yes","Under 1 year"
"209","Female","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.6,"Yes","1-2 years"
"210","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.45,"No","Over 5 years "
"211","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",46,"Yes","Under 1 year"
"212","Female","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.25,"No","Under 1 year"
"213","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.75,"No","Over 5 years "
"214","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",20,"No","2-4 years"
"215","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",86.8,"No","1-2 years"
"216","Female","No","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",58.75,"No","4-5 years"
"217","Male","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",45.25,"No","Over 5 years "
"218","Male","No","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",56.6,"No","Over 5 years "
"219","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.2,"No","Over 5 years "
"220","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",80,"No","Under 1 year"
"221","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,"Yes","Under 1 year"
"222","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.75,"No","Over 5 years "
"223","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","Yes","Electronic check",20.2,"No","Under 1 year"
"224","Male","No","Yes","No","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",50.05,"Yes","Under 1 year"
"225","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.35,"No","Under 1 year"
"226","Male","No","No","No","No","No phone service","DSL","Yes","No","No","No","Yes","Yes","One year","Yes","Mailed check",50.6,"No","1-2 years"
"227","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",81.15,"No","2-4 years"
"228","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",55.2,"Yes","Under 1 year"
"229","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",89.9,"No","2-4 years"
"230","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.3,"No","2-4 years"
"231","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108,"No","4-5 years"
"232","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.5,"No","4-5 years"
"233","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",84.6,"Yes","Under 1 year"
"234","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.25,"No","Over 5 years "
"235","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.15,"No","2-4 years"
"236","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",54.4,"Yes","Under 1 year"
"237","Female","No","No","No","No","No phone service","DSL","No","No","No","Yes","No","No","Two year","Yes","Mailed check",29.6,"No","Under 1 year"
"238","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.15,"No","1-2 years"
"239","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95,"Yes","Under 1 year"
"240","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.75,"No","1-2 years"
"241","Female","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.6,"No","Over 5 years "
"242","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",109.2,"No","Over 5 years "
"243","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",74.7,"No","2-4 years"
"244","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",94.4,"No","Over 5 years "
"245","Female","Yes","No","No","Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",54.8,"No","1-2 years"
"246","Male","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75.35,"No","Under 1 year"
"247","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","No","No","Yes","One year","No","Mailed check",65,"No","2-4 years"
"248","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,"Yes","1-2 years"
"249","Male","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",48.55,"Yes","Under 1 year"
"250","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",99,"No","2-4 years"
"251","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","Electronic check",93.5,"No","4-5 years"
"252","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.4,"Yes","Under 1 year"
"253","Male","Yes","Yes","No","No","No phone service","DSL","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",40.2,"Yes","Under 1 year"
"254","Male","No","No","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",83.7,"No","2-4 years"
"255","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.85,"No","Under 1 year"
"256","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",59.55,"No","Over 5 years "
"257","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",115.1,"No","Over 5 years "
"258","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",114.35,"No","4-5 years"
"259","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.6,"Yes","Under 1 year"
"260","Female","Yes","Yes","No","No","No phone service","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",45,"No","2-4 years"
"261","Male","Yes","No","No","No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",41.15,"Yes","Under 1 year"
"262","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.9,"Yes","1-2 years"
"263","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.85,"No","4-5 years"
"264","Female","No","No","No","No","No phone service","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",49.85,"No","2-4 years"
"265","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",113.3,"No","2-4 years"
"266","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",88.1,"No","Over 5 years "
"267","Male","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.9,"No","4-5 years"
"268","Female","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",105,"No","1-2 years"
"269","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.35,"Yes","4-5 years"
"270","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",24.25,"No","Over 5 years "
"271","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",94.45,"Yes","1-2 years"
"272","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Electronic check",59.75,"No","4-5 years"
"273","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",24.8,"Yes","Under 1 year"
"274","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",107.05,"No","1-2 years"
"275","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.6,"Yes","Under 1 year"
"276","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",85.4,"Yes","Under 1 year"
"277","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.05,"Yes","4-5 years"
"278","Male","Yes","Yes","No","Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",64.95,"No","1-2 years"
"279","Male","No","No","No","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",55,"No","1-2 years"
"280","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.55,"No","Under 1 year"
"281","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",55.15,"No","Under 1 year"
"282","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",51.2,"No","Under 1 year"
"283","Female","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.4,"No","Under 1 year"
"284","Female","No","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",54.45,"No","Over 5 years "
"285","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",95.15,"Yes","1-2 years"
"286","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",76,"No","1-2 years"
"287","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.35,"No","1-2 years"
"288","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70,"Yes","Under 1 year"
"289","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.5,"Yes","Under 1 year"
"290","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.85,"Yes","Under 1 year"
"291","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.1,"Yes","1-2 years"
"292","Male","No","No","No","Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Mailed check",61.2,"No","2-4 years"
"293","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","No","Mailed check",86.8,"No","1-2 years"
"294","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.35,"No","Under 1 year"
"295","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.7,"No","Under 1 year"
"296","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.25,"No","Under 1 year"
"297","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","No","No","Two year","No","Electronic check",76.05,"No","Over 5 years "
"298","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,"No","2-4 years"
"299","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",74.55,"No","2-4 years"
